@relation dataset_quejapp_nominal_utf8_proff

@attribute tipo {Peticion,Reclamo,Felicitacion,Queja,Sugerencia}
@attribute canal {Web,Email,Telefono,Presencial,Escrito,Buzon}
@attribute dia {miercoles,jueves,viernes,martes,lunes}
@attribute mes {enero,marzo,febrero,mayo,abril,junio,julio,agosto,septiembre,diciembre,octubre,noviembre}
@attribute clase {Lento,Rapido,MuyRapido,MuyLento}

@data
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Email,viernes,junio,Rapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Web,viernes,junio,MuyRapido
Peticion,Web,viernes,junio,Rapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Queja,Web,martes,junio,MuyLento
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Queja,Web,martes,agosto,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Reclamo,Web,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Email,martes,junio,MuyRapido
Peticion,Email,martes,junio,Lento
Peticion,Email,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Email,martes,junio,MuyLento
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Email,martes,junio,Lento
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Web,miercoles,junio,MuyLento
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyLento
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Queja,Escrito,viernes,junio,Rapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Presencial,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Reclamo,Web,viernes,junio,Rapido
Peticion,Web,martes,junio,MuyLento
Peticion,Email,miercoles,junio,MuyLento
Peticion,Email,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Queja,Web,martes,agosto,Lento
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Email,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Email,jueves,junio,MuyRapido
Peticion,Email,jueves,junio,Rapido
Peticion,Email,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Reclamo,Presencial,jueves,junio,MuyLento
Peticion,Web,jueves,junio,MuyRapido
Peticion,Email,jueves,junio,MuyRapido
Peticion,Email,jueves,junio,MuyLento
Peticion,Email,jueves,junio,MuyLento
Peticion,Web,jueves,junio,MuyRapido
Peticion,Web,viernes,junio,MuyRapido
Peticion,Email,viernes,junio,MuyRapido
Peticion,Email,viernes,junio,Lento
Peticion,Email,viernes,junio,Rapido
Peticion,Escrito,miercoles,junio,MuyLento
Peticion,Email,viernes,junio,MuyRapido
Peticion,Escrito,martes,junio,Rapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Escrito,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,jueves,junio,Rapido
Peticion,Web,martes,junio,MuyRapido
Peticion,Web,miercoles,junio,MuyRapido
Reclamo,Email,miercoles,junio,MuyLento
Peticion,Email,miercoles,junio,MuyRapido
Peticion,Email,miercoles,junio,Rapido
Peticion,Email,miercoles,junio,MuyRapido
Peticion,Email,miercoles,junio,MuyRapido
Peticion,Email,miercoles,junio,MuyLento
Peticion,Email,miercoles,junio,MuyRapido
Peticion,Email,miercoles,junio,MuyRapido
Peticion,Web,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Queja,Web,miercoles,agosto,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Web,miercoles,junio,MuyRapido
Peticion,Telefono,miercoles,junio,MuyRapido
Peticion,Presencial,miercoles,junio,MuyRapido
Peticion,Telefono,miercoles,junio,MuyRapido
Reclamo,Buzon,miercoles,junio,Rapido
Peticion,Presencial,miercoles,junio,MuyRapido
Queja,Buzon,miercoles,junio,MuyLento
Reclamo,Buzon,miercoles,junio,Lento
Reclamo,Email,miercoles,junio,MuyRapido
Reclamo,Email,miercoles,junio,MuyRapido
Peticion,Web,miercoles,junio,Lento
Peticion,Web,jueves,junio,MuyLento
Peticion,Email,jueves,junio,Rapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Telefono,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Web,jueves,junio,MuyRapido
Peticion,Web,jueves,junio,MuyRapido
Peticion,Web,jueves,junio,MuyRapido
Peticion,Email,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Telefono,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Telefono,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Telefono,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Presencial,jueves,junio,MuyRapido
Peticion,Web,jueves,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Email,martes,septiembre,Lento
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Email,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Web,viernes,junio,MuyLento
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Web,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Telefono,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Reclamo,Web,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Email,viernes,junio,MuyRapido
Peticion,Email,viernes,junio,MuyLento
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,viernes,junio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Web,martes,julio,MuyRapido
Reclamo,Email,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Web,martes,julio,Lento
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Presencial,martes,julio,MuyRapido
Peticion,Telefono,martes,julio,MuyRapido
Queja,Web,martes,julio,Lento
Queja,Web,martes,julio,Lento
Queja,Web,martes,julio,MuyRapido
Queja,Web,martes,julio,Lento
Peticion,Web,martes,julio,MuyRapido
Peticion,Email,miercoles,julio,MuyRapido
Peticion,Email,miercoles,julio,MuyRapido
Peticion,Web,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Presencial,miercoles,julio,MuyRapido
Peticion,Email,jueves,julio,Lento
Peticion,Email,jueves,julio,Rapido
Peticion,Web,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Email,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Presencial,jueves,julio,MuyRapido
Peticion,Web,viernes,julio,Lento
Reclamo,Email,viernes,julio,Rapido
Queja,Web,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Presencial,viernes,julio,MuyRapido
Peticion,Email,viernes,julio,MuyRapido
Queja,Web,lunes,julio,MuyRapido
Peticion,Email,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Peticion,Presencial,lunes,julio,MuyRapido
Queja,Web,lunes,julio,MuyRapido
Queja,Web,lunes,julio,Rapido
